,Data Center,Company,Address,City,State,lat,lon,White space,Gross power
1534,Boston 1,Equinix,,,,,,1235.0,
1535,Boston 2,Equinix,,,,,,7060.0,
1536,Boston 2,Equinix,,,,,,,
1537,Chicago 1,Equinix,,,,,,4737.0,
1538,Chicago 2,Equinix,,,,,,5468.0,
1539,Chicago 3,Equinix,,,,,,10633.0,
1540,Chicago 4,Equinix,,,,,,1781.0,
1541,Culpeper 1,Equinix,,,,,,,
1542,Culpeper 2,Equinix,,,,,,,
1543,Culpeper 3,Equinix,,,,,,,
1544,Culpeper 4,Equinix,,,,,,,
1545,Dallas 1,Equinix,,,,,,2820.0,2000.0
1546,Dallas 2,Equinix,,,,,,2280.0,
1547,Dallas 3,Equinix,,,,,,876.0,
1548,Dallas 6,Equinix,,,,,,7710.0,
1549,Dallas 9,Equinix,,,,,,,
1550,Denver,Equinix,,,,,,1125.0,
1551,Denver,Equinix,,,,,,,
1552,Denver 2,Equinix,,,,,,,
1553,Elmsford,Equinix,,,,,,1458.0,
1554,Houston 1,Equinix,,,,,,6000.0,
1555,Infomart Dallas,Equinix,,,,,,48310.0,50000.0
1556,Los Angeles 2,Equinix,,,,,,1284.0,
1557,Los Angeles 3,Equinix,,,,,,7276.0,
1558,Los Angeles 4,Equinix,,,,,,5775.0,
1559,Los Angeles 7,Equinix,,,,,,,
1560,Manassas,Equinix,,,,,,3716.0,
1561,Miami 1,Equinix,,,,,,,
1562,Miami 3,Equinix,,,,,,1765.0,
1563,New York 11,Equinix,,,,,,,
1564,New York 12,Equinix,,,,,,,
1565,New York 13,Equinix,,,,,,,
1566,New York 2,Equinix,,,,,,12174.0,
1567,New York 4,Equinix,,,,,,14100.0,
1568,New York 5,Equinix,,,,,,5789.0,
1569,New York 6,Equinix,,,,,,,
1570,New York 7,Equinix,,,,,,3577.0,
1571,Seattle 3,Equinix,,,,,,1649.0,
1572,Seattle 4,Equinix,,,,,,,
1573,Silicon Valley 1,Equinix,,,,,,7697.0,
1574,Silicon Valley 10,Equinix,,,,,,,
1575,Silicon Valley 13,Equinix,,,,,,,
1576,Silicon Valley 15,Equinix,,,,,,,
1577,Silicon Valley 16,Equinix,,,,,,,
1578,Silicon Valley 17,Equinix,,,,,,,
1579,Silicon Valley 3,Equinix,,,,,,5062.0,
1580,Silicon Valley 4,Equinix,,,,,,6282.0,
1581,Silicon Valley 5,Equinix,,,,,,2689.0,
1582,Silicon Valley 6,Equinix,,,,,,1333.0,
1583,Silicon Valley 8,Equinix,,,,,,2443.0,
1584,Washington 1,Equinix,,,,,,1852.0,
1585,Washington 11,Equinix,,,,,,3978.0,
1586,Washington 13,Equinix,,,,,,,
1587,Washington 14,Equinix,,,,,,,
1588,Washington 2,Equinix,,,,,,11004.0,
1589,Washington 4,Equinix,,,,,,5629.0,
1590,Washington 6,Equinix,,,,,,5516.0,
1591,Washington 7,Equinix,,,,,,2541.0,
1592,Washington 8,Equinix,,,,,,926.0,
1593,E-Solutions Tampa,Erron Pettry,,,,,,,
1594,Houston,Evolve Discovery,,,,,,,
1595,ETC-LITH,Excalibur Technology,,,,,,,
1596,Baltimore Owings Mills,Expedient,,,,,,818.0,
1597,Baltimore Tide Point,Expedient,,,,,,827.0,
1598,Boston,Expedient,,,,,,2395.0,
1599,Cleveland Neo 151,Expedient,,,,,,1254.0,
1600,Cleveland Neo 152,Expedient,,,,,,1254.0,
1601,Columbus Upper Arlington,Expedient,,,,,,864.0,
1602,Indianapolis,Expedient,,,,,,2415.0,
1603,Pittsburgh ACM,Expedient,,,,,,1486.0,
1604,Pittsburgh Green Tree,Expedient,,,,,,1115.0,
1605,Herndon,Expert Colocation,,,,,,,
1606,Los Angeles,Expert Colocation,,,,,,,
1607,New York,Expert Colocation,,,,,,,
1608,Reston,Expert Colocation,,,,,,,
1609,Fort Worth,Facebook,,,,,,,
1610,Prineville,Facebook,,,,,,,
1611,Prineville 3,Facebook,,,,,,,
1612,Rutherford,Facebook,,,,,,,
1613,Laconia,"FairPoint Communications, Inc.",,,,,,,
1614,Manchester,"FairPoint Communications, Inc.",,,,,,,
1615,365 Main Street,Fastmetrics,,,,,,,
1616,Data Center 360 Spear Street,Fastmetrics,,,,,,,
1617,LAS1,Fiberhub,,,,,,,
1618,FiberMedia 36 NE 2nd,FiberMedia,,,,,,,
1619,FiberMedia 75 Broad,FiberMedia,,,,,,,
1620,FiberMedia Cleveland,FiberMedia,,,,,,,
1621,FiberMedia Seacaucus,FiberMedia,,,,,,,
1622,FiberMedia Westchester (Chappaqua),FiberMedia,,,,,,,
1623,Fiberpipe,Fiberpipe,,,,,,,
1624,Fibertech Albany,Fibertech,,,,,,,
1625,Fibertech Stamford,Fibertech,,,,,,,
1626,Houston,FIBERTOWN,,,,,,,
1627,CrossPoint Parkway,Fidelis Care,,,,,,,
1628,Fidelity Voice and Data,Fidelity,,,,,,,
1629,Network 222,Fiore Companies,,,,,,,
1630,Garner,"Five 9s Digital, LLC",,,,,,,
1631,Arapahoe,Flexential,,,,,,1986.0,2550.0
1632,Atlanta 1,Flexential,,,,,,,
1633,Austin,Flexential,,,,,,699.0,825.0
1634,Campus View,Flexential,,,,,,1764.0,2000.0
1635,Carson 1,Flexential,,,,,,1274.0,2000.0
1636,Carson 2,Flexential,,,,,,1274.0,2000.0
1637,Champa,Flexential,,,,,,704.0,1275.0
1638,Charlotte 1,Flexential,,,,,,,
1639,Cincinnati,Flexential,,,,,,4046.0,
1640,Cornell,Flexential,,,,,,9594.0,15000.0
1641,Delong,Flexential,,,,,,3102.0,3500.0
1642,Fort Lauderdale,Flexential,,,,,,9777.0,15786.0
1643,Hillsboro Data Center Complex,Flexential,,,,,,4660.0,3960.0
1644,Jacksonville,Flexential,,,,,,3269.0,5278.0
1645,Lone Mountain,Flexential,,,,,,6132.0,9000.0
1646,Louisville,Flexential,,,,,,,
1647,Nashville 1,Flexential,,,,,,,
1648,Presidents,Flexential,,,,,,707.0,1000.0
1649,Raleigh,Flexential,,,,,,9288.0,14996.0
1650,Richmond,Flexential,,,,,,3482.0,5621.0
1651,Synergy Park,Flexential,,,,,,4724.0,9000.0
1652,Tampa,Flexential,,,,,,,
1653,Wazee,Flexential,,,,,,609.0,900.0
1654,Carrollton,Fogo Data Centers,,,,,,,
1655,Fogo Data Center Solutions,Fogo Data Centers,,,,,,,
1656,Fogo Data Centers - New Orleans,Fogo Data Centers,,,,,,,
1657,Intergate West,Fortress Colocation Centers,,,,,,,
1658,San Francisco,Fortress Data Centers,,,,,,,
1659,Hillsboro,Fortune Data Centers,,,,,,,
1660,Silicon Valley,Fortune Data Centers,,,,,,,
1661,400 S. Akard,Freeman Group,,,,,,,
1662,Fort Collins,Front Range Internet,,,,,,,
1663,Frontline Data Services Data Center,Frontline Data Services,,,,,,,
1664,Westover Data Center,Frost Bank,,,,,,,
1665,New York,Fujitsu Global,,,,,,,
1666,Miami,Future Hosting,,,,,,,
1667,G4 Colo Center,G4 Communications,,,,,,,
1668,The ColoHub Data Center,Geneseo Communications,,,,,,,
1669,NZ$10.5m,Gen-i,,,,,,,
1670,Ashburn,Gigenet,,,,,,,
1671,GIPNetworks Plano,GIPNetworks,,,,,,,
1672,Digital Enterprise Center,Global Access Point,,,,,,,
1673,Union Station,Global Access Point,,,,,,,
1674,Atlanta - DC1,Global-Enterprise,,,,,,,
1675,Atlanta - DC2,Global-Enterprise,,,,,,,
1676,Phoenix,GoDaddy,,,,,,,
1677,1300 Federal Boulevard,Goldman Sachs,,,,,,,
1678,Berkeley County,Google,,,,,,,
1679,Council Bluffs,Google,,,,,,,
1680,Douglas County,Google,,,,,,,
1681,Lenoir,Google,,,,,,,30000.0
1682,Mayes County,Google,,,,,,,
1683,The Dalles,Google,,,,,,9000.0,15000.0
1684,GoRACK Data Center,Gorack,,,,,,,
1685,449 Route,Gotham Bus,,,,,,,
1686,Fall River,Granite Block Global Data Center Inc.,,,,,,,
1687,Kanata,Granite Networks,,,,,,1300.0,2000.0
1688,Lake Park,Great Lakes Communication Corporation (GLCC),,,,,,,
1689,Rockville,Greencourt Group,,,,,,,
1690,Warren,Griffin Capital Essential Asset REIT,,,,,,,
1691,14520 NE 87th St,Griffin Capital Net Lease REIT,,,,,,,
1692,Telecom Center LA,Grubb & Ellis,,,,,,,
1693,Houston,GTL,,,,,,,
1694,Phoenix,H5 Data Center,,,,,,5574.0,30000.0
1695,Hamilton Managed Hosting- Aurora,Hamilton Managed Hosting&Colocation,,,,,,,
1696,Handy Networks Denver,Handy Networks,,,,,,,
1697,Herakles,Herakles Data Center,,,,,,,
1698,Atlanta (Alpharetta),Hewlett Packard (HP),,,,,,,
1699,Atlanta (Suwanee),Hewlett Packard (HP),,,,,,,
1700,Austin 1,Hewlett Packard (HP),,,,,,,
1701,Austin 2,Hewlett Packard (HP),,,,,,,
1702,Clarksville,Hewlett Packard (HP),,,,,,,
1703,Colorado Springs,Hewlett Packard (HP),,,,,,,
1704,Houston 1,Hewlett Packard (HP),,,,,,,
1705,Houston 2,Hewlett Packard (HP),,,,,,,
1706,Chad D. Morris,HFT Technologies,,,,,,,
1707,Lynn CLS,Hibernia Atlantic,,,,,,,
1708,Dallas Data Center,High Touch Technologies,,,,,,,
1709,Fisher Plaza Seattle,Hines Global REIT,,,,,,,
1710,Dallas 1,Horizon Data Center Solutions,,,,,,,
1711,Dallas 2,Horizon Data Center Solutions,,,,,,,
1712,Dallas 3,Horizon Data Center Solutions,,,,,,,
1713,Broadband One,Host.net,,,,,,,
1714,Host.net Delray Beach,Host.net,,,,,,,
1715,Host.net Ft. Lauderdale (formerly Hostway),Host.net,,,,,,,
1716,HostDime Orlando,Hostdime.com,,,,,,,
1717,Denver,Hosting,,,,,,,
1718,Louisville,Hosting,,,,,,,
1719,Newark,Hosting,,,,,,,
1720,710 Tucker St Louis,Hostirian,,,,,,,
1721,Bandwidth Exchange Building,Hostirian,,,,,,,
1722,Borman Data Center,Hostirian,,,,,,,
1723,HostMySite,HostMySite,,,,,,,
1724,Hostway Boeing Data Center,Hostway,,,,,,,
1725,Hostway Tampa,Hostway,,,,,,,
1726,Hot Site Data Center- Cincinnati,Hot Site Data Center,,,,,,,
1727,Subtropolis,Hunt Midwest,,,,,,,
1728,Fremont 1,Hurricane Electric,,,,,,3000.0,
1729,Fremont 2,Hurricane Electric,,,,,,18500.0,
1730,San Jose (Silicon Valley),Hurricane Electric,,,,,,250.0,
1731,IC2NET Tustin Data Center,IC2NET,,,,,,1115.0,
1732,iConnect Billings,iConnect Montana,,,,,,,
1733,iConnect Bozeman,iConnect Montana,,,,,,,
1734,iConnect Helena,iConnect Montana,,,,,,,
1735,iConnect Missoula,iConnect Montana,,,,,,,
1736,I-Evolve Data Center,I-Evolve,,,,,,,
1737,IgLou Colocation,IgLou Internet Services Inc.,,,,,,,
1738,Columbia,Immedion,,,,,,465.0,
1739,Downtown Cincinnati,Immedion,,,,,,1246.0,
1740,Greenville,Immedion,,,,,,975.0,
1741,Rock Hill,Immedion,,,,,,297.0,
1742,Goleta,Impulse Advanced Communications,,,,,,,
1743,Santa Barbara,Impulse Advanced Communications,,,,,,,
1744,Atlanta,INAP (Internap Corporation),,,,,,3700.0,
1745,Boston 1,INAP (Internap Corporation),,,,,,6500.0,
1746,Boston 2,INAP (Internap Corporation),,,,,,4200.0,
1747,Chicago ,INAP (Internap Corporation),,,,,,,
1748,Dallas,INAP (Internap Corporation),,,,,,6000.0,12000.0
1749,Houston,INAP (Internap Corporation),,,,,,3800.0,
1750,Los Angeles,INAP (Internap Corporation),,,,,,9300.0,5000.0
1751,Manhattan,INAP (Internap Corporation),,,,,,,
1752,New York,INAP (Internap Corporation),,,,,,4000.0,
1753,Santa Clara,INAP (Internap Corporation),,,,,,3000.0,
1754,Seattle 1,INAP (Internap Corporation),,,,,,3300.0,
1755,Seattle 2,INAP (Internap Corporation),,,,,,5900.0,
1756,Indiana Data center,Indiana Data Center,,,,,,,
1757,Boston,InetServices,,,,,,,
1758,Chicago,InetServices,,,,,,,
1759,Santa Clara,InetServices,,,,,,,
1760,Boston,Infinitely Virtual,,,,,,,
1761,Infinity Data Center,"Infinity Hosting Solutions, LLC",,,,,,,
1762,Infinity Internet,Infinity Internet Inc.,,,,,,,
1763,InfoBunker,InfoBunker,,,,,,,
1764,Dulles Exchange,"InfoRelay Online Systems, Inc.",,,,,,,
1765,Reston,"InfoRelay Online Systems, Inc.",,,,,,,
1766,Iowa Data Center,Infrastructure Technology Solutions,,,,,,,
1767,Intero Systems- Pheonix Parkway,Intero Systems,,,,,,,
1768,InterServer- New Jersey,InterServer,,,,,,,
1769,Akron,Involta,,,,,,,
1770,Boise,Involta,,,,,,,
1771,Boise 2,Involta,,,,,,929.0,
1772,Duluth,Involta,,,,,,,
1773,Marion,Involta,,,,,,929.0,
1774,Tucson,Involta,,,,,,,
1775,Youngstown,Involta,,,,,,,
1776,Hillsboro,iovation,,,,,,,
1777,Westown Communications Center,Iowa Network Services,,,,,,,
1778,Urbandale,IP Pathways,,,,,,,
1779,ipHouse Data Center,IpHouse,,,,,,,
1780,IPR Reading BCC,IPR International,,,,,,,
1781,IPR Wilmington CCC,IPR International,,,,,,,
1782,IRIS - Nashville,IRIS,,,,,,,
1783,IRIS - Nashville,iRis Networks,,,,,,,
1784,Denver,Iron Mountain,,,,,,19000.0,34.0
1785,New Jersey,Iron Mountain,,,,,,19788.0,48000.0
1786,"ISafeTECH Syracuse, NY",ISafeTECH,,,,,,,
1787,Iserv Company,Iserv,,,,,,,
1788,Isocentric Data Center (IDC),Isocentric Networks,,,,,,,
1789,IStreet Solutions Vernon,IStreet Solutions,,,,,,,
1790,ixColo Buffalo,ixColo,,,,,,,
1791,JMA Wired San Francisco,JMA Ventures,,,,,,,
1792,JMA NAC Los Angeles,JMA Wired,,,,,,,
1793,Joes Datacenter,Joes Datacenter,,,,,,,
1794,Philcade Data Center,Kanbar Properties KPM,,,,,,,
1795,Kanobe Bothell,Kanobe,,,,,,,
1796,iGlass Calgary,Katalyst,,,,,,,
1797,iGlass Houston,Katalyst,,,,,,,
1798,KDWEB San Jose,KDweb,,,,,,,
1799,IS West (Agoura Ct),keyinfo,,,,,,,
1800,IS West (Canwood),keyinfo,,,,,,,
1801,KeySpan Brentwood NY POP,KeySpan Communications,,,,,,,
1802,Pennsylvania,Keystone NAP,,,,,,,
1803,US Bank Building,Kiemle & Hagood,,,,,,,
1804,545 Washington Boulevard,Knight Capital Group,,,,,,,
1805,Denver,Latisys,,,,,,,
1806,Denver 2,Latisys,,,,,,,
1807,Latisys CHI2,Latisys,,,,,,,
1808,Latisys-Ashburn,Latisys,,,,,,,
1809,Oak Brook,Latisys,,,,,,,
1810,Layer42 Mountain View,Layer42 Networks,,,,,,,
1811,Layer42 Santa Clara,Layer42 Networks,,,,,,,
1812,AirWorld Technology Center,"Layered Technologies, Inc.",,,,,,,
1813,AirWorld Technology Center,"Layered Technologies, Inc.",,,,,,,
1814,Liberty Center One Data Center,Liberty Center One,,,,,,8000.0,2500.0
1815,LightBound - 800 Oliver,Lightbound,,,,,,,
1816,Lightbound Indianapolis,Lightbound,,,,,,,
1817,Portland Data Center,LightPoint Colocation & Hosting,,,,,,,
1818,Liquid Web DC1,Liquid Web,,,,,,,
1819,Boston,LoadSpring Solutions,,,,,,,
1820,San Diego,LoadSpring Solutions,,,,,,,
1821,Login Top-Tier Data Center,"Login, Inc.",,,,,,,
1822,Looking Glass Networks NYC Node,Looking Glass Networks,,,,,,,
1823,Westover Hills,Lowe's,,,,,,,
1824,DC74 (BWI-1),Lumos Data Centers (LDC),,,,,,,
1825,DC74 (CLT-1),Lumos Data Centers (LDC),,,,,,,
1826,DC74 (CLT-2),Lumos Data Centers (LDC),,,,,,,
1827,LasVegas.Net,LV.net,,,,,,,
1828,Amhurst,M&T Bank,,,,,,,
1829,Western New York,M&T Bank,,,,,,,
1830,Phoenix,Mac Mini Vault,,,,,,,
1831,Albany Data Center,Magna5,,,,,,,
1832,Main Place Mall,Main Place Mall,,,,,,,
1833,Mainstream Technologies,"Mainstream Technologies, Inc.",,,,,,,
1834,Covington,Marias Technology,,,,,,,
1835,Lowell,"Markley Boston, LLC.",,,,,,,
1836,One Summer Street Boston,"Markley Boston, LLC.",,,,,,,
1837,Marlin eSolutions,Marlin eSolutions,,,,,,,
1838,MTC,Matrix Telecommunications Corporation,,,,,,,
1839,2020 Live Oak,MCFMAX,,,,,,,
1840,Chicago,McHugh Construction,,,,,,,
1841,McAllen Data Center,MDC (McAllen Data Center),,,,,,,
1842,MegaGate Broadband Data Center,MegaGate Broadband,,,,,,,
1843,565 Metro Place South,Metro Datacenter,,,,,,,
1844,Boydton Virginia,Microsoft,,,,,,,
1845,Cheyenne,Microsoft,,,,,,,
1846,Laramie - Cheyenne,Microsoft,,,,,,,
1847,Northlake,Microsoft,,,,,,,
1848,Quincy,Microsoft,,,,,,,
1849,Quincy 2,Microsoft,,,,,,,
1850,San Antonio,Microsoft,,,,,,,
1851,West Des Moines 3,Microsoft,,,,,,,
1852,Westover Hills 2,Microsoft,,,,,,,
1853,MIDCON Recovery Solutions,MIDCON Inc.,,,,,,,
1854,MindSHIFT Commack,MindSHIFT,,,,,,,
1855,Las Vegas,Mohave Community College,,,,,,,
1856,Phoenix,Mohave Community College,,,,,,,
1857,Evergreen,MontanaSky Networks,,,,,,,
1858,NASA Moffet Field,NASA Integrated Services Network,,,,,,,
1859,Langley,NASA space agency,,,,,,,
1860,1400 Federal Boulevard,NASDAQ,,,,,,,
1861,NASPlex Data Center,NASPlex,,,,,,,
1862,Camp Williams,National Security Agency NSA,,,,,,,
1863,High Performance Computing Center 2,National Security Agency NSA,,,,,,,
1864,NationalNet,"NationalNet, Inc.",,,,,,,
1865,Nationwide Internet,Nationwide,,,,,,,
1866,Shiprock,Navajo Tribal Utility Authority,,,,,,,
1867,Andover,Navisite,,,,,,4831.0,6000.0
1868,New York,Navisite,,,,,,1765.0,850.0
1869,Oak Brook,Navisite,,,,,,660.0,750.0
1870,Syracuse,Navisite,,,,,,768.0,750.0
1871,Rockledge,ndtArtemis,,,,,,,
1872,Lincoln,Nebraska Colocation Centers,,,,,,,
1873,1623 Farnam,Nebraska Data Centers,,,,,,5100.0,
1874,Dallas Texas Data Center,"Negma Business Solutions, Inc",,,,,,,
1875,Englewood Colorado Data Center,"Negma Business Solutions, Inc",,,,,,,
1876,Richmond,NephoScale,,,,,,,
1877,Net Access - Cedar Knolls I,Net Access Corporation,,,,,,,
1878,Net Access - Parsippany I,Net Access Corporation,,,,,,,
1879,Net Access - Parsippany II,Net Access Corporation,,,,,,,
1880,EWR1,Net2EZ,,,,,,,
1881,IAD1,Net2EZ,,,,,,,
1882,IAD3,Net2EZ,,,,,,,
1883,IAD4,Net2EZ,,,,,,,
1884,LAX1,Net2EZ,,,,,,,
1885,LAX4,Net2EZ,,,,,,,
1886,Triangle Research Park,NetApp,,,,,,,
1887,Jackson,Netdoor,,,,,,,
1888,Asheville 1,Netriplex,,,,,,,
1889,Netriver,NetRiver,,,,,,,
1890,Oak Tower DC,Netsolus,,,,,,,
1891,NetSource Data Center,NetSource,,,,,,,
1892,SSAE 16 Compliant Data Center,NetStandard,,,,,,,
1893,North Miami,netTALK,,,,,,,
1894,Waltham Data Center,New England Data Services,,,,,,,
1895,Wall,New Jersey Fiber Exchange (NJFX),,,,,,,
1896,Datacenter 1,New York Internet,,,,,,,
1897,Datacenter 2,New York Internet,,,,,,,
1898,New Jersey 1,New York Internet,,,,,,,
1899,Downtown Los Angeles Data Center,Newmark Grubb Knight Frank NGKF,,,,,,,
1900,Westover Hills Data Center,Newmark Grubb Knight Frank NGKF,,,,,,,
1901,Dearborn,Nexcess,,,,,,,
1902,Southfield,Nexcess,,,,,,,
1903,NFrame,nFrame,,,,,,,
1904,NGenX - Evansville,NGenX,,,,,,,
1905,NGenX - Indianapolis,NGenX,,,,,,,
1906,NGenx - Lafayette,NGenX,,,,,,,
1907,"NGenX - Louisville, KY",NGenX,,,,,,,
1908,Niobrara Data Center Energy Park,Niobrara NatGas,,,,,,,
1909,Albuquerque,NOVA Corporation,,,,,,,
1910,Fort Worth,Novartis,,,,,,,
1911,San Antonio,Nugget Networks,,,,,,,
1912,NuVox Atlanta,NuVox,,,,,,,
1913,NuVox Nashville,NuVox,,,,,,,
1914,NWI Networks- Newington,nwiNetworks,,,,,,,
1915,Alexandria,NxtVN,,,,,,,
1916,Mahwah New Jersey,NYSE Euronext,,,,,,,
1917,La Vista Nebraska,Oath,,,,,,,
1918,Lockport,Oath,,,,,,,
1919,Lockport 2,Oath,,,,,,,
1920,Quincy,Oath,,,,,,,
1921,Coeur D'Alene,OneEighty Networks,,,,,,,
1922,Spokane,OneEighty Networks,,,,,,,
1923,Walla Walla,OneEighty Networks,,,,,,,
1924,Bend,OneNeck,,,,,,1068.0,
1925,Cedar Falls,OneNeck,,,,,,,
1926,Denver,OneNeck,,,,,,,
1927,Des Moines,OneNeck,,,,,,1486.0,
1928,Madison,OneNeck,,,,,,3901.0,
1929,Minneapolis,OneNeck,,,,,,,
1930,Phoenix 1,OneNeck,,,,,,,
1931,Phoenix 2,OneNeck,,,,,,,
1932,Somerset,OneNeck,,,,,,,
1933,Ann Arbor 2 (Data Court),Online Tech,,,,,,929.0,
1934,Mid Michigan (Exchange Drive),Online Tech,,,,,,2090.0,4000.0
1935,Ontario Datacenter,Ontario Datacenter,,,,,,,
1936,Optiquest Datacenter,Optiquest,,,,,,,
1937,Austin,Oracle,,,,,,,
1938,"OrbitCom, Inc. - Coeur d'Alene","OrbitCom, Inc.",,,,,,,
1939,Oso Secure,OSO Technologies,,,,,,,
1940,Brunswick Landing,Oxford Networks,,,,,,,
1941,Albuquerque,Pacific Office Auromation,,,,,,,
1942,Las Vegas,Pair Networks,,,,,,,
1943,Patrick Solutions,Patrick Solutions,,,,,,,
1944,Frisco,Patronus Data Centers,,,,,,9290.0,
1945,Bemidji,Paul Bunyan Communications,,,,,,,
1946,PCI Data Center,PCI,,,,,,,
1947,New Albany,PCM,,,,,,,
1948,Chattanooga,Peace Communications,,,,,,,
1949,Hershey,Penn State,,,,,,,
1950,University Park,Penn State,,,,,,,
1951,Perimeter Technology Oklahoma City #1,Perimeter Technology,,,,,,,
1952,Perimeter Technology Oklahoma City #2,Perimeter Technology,,,,,,,
1953,Perimeter Technology Tulsa,Perimeter Technology,,,,,,,
1954,Data Center Services Philadelphia,Philadelphia Technology Park,,,,,,,
1955,Phoenix NAP,Phoenix NAP,,,,,,,
1956,Pittock Internet Exchange,Pittock Internet Exchange,,,,,,,
1957,Hanover County,Pixel Factory Data Center,,,,,,,
1958,StoweVT,Power Shift,,,,,,,
1959,Printer's Square Chicago (600 S Federal),Printers Square,,,,,,,
1960,PRISM Technologies,PRISM Technologies,,,,,,,
1961,Rhode Island,Prov.net,,,,,,,
1962,Los Angeles,Psychz Networks,,,,,,,
1963,Sheridan,Ptolemy Data Systems,,,,,,,
1964,Pugmarks,Pugmarks,,,,,,,
1965,QuadraNet LA,QuadraNet,,,,,,,
1966,Atlanta Metro,Quality Technology Services (QTS),,,,,,49331.0,100000.0
1967,Irving,Quality Technology Services (QTS),,,,,,27128.0,120000.0
1968,Jersey City,Quality Technology Services (QTS),,,,,,4738.0,
1969,Miami,Quality Technology Services (QTS),,,,,,1858.0,1700.0
1970,Overland Park,Quality Technology Services (QTS),,,,,,232.0,
1971,Sacramento,Quality Technology Services (QTS),,,,,,4274.0,9000.0
1972,Santa Clara 1,Quality Technology Services (QTS),,,,,,3716.0,
1973,Santa Clara 2,Quality Technology Services (QTS),,,,,,1394.0,
1974,Suwanee,Quality Technology Services (QTS),,,,,,17187.0,
1975,McClellan BRC,Quest,,,,,,,
1976,Detroit,Quicken Loans,,,,,,,
1977,Quonix Networks,Quonix Networks Inc.,,,,,,,
1978,RACK59 Data Center,RACK59,,,,,,3500.0,25000.0
1979,Dallas,Rackspace,,,,,,,
1980,Sacramento 1,RagingWire,,,,,,11612.0,
1981,Sacramento 2,RagingWire,,,,,,11612.0,
1982,Razor Data Center,Razor Servers,,,,,,,
1983,RCN Metro 56 Roland,"RCN Telecom Services, LLC",,,,,,,
1984,3500 NW,Real Effects,,,,,,,
1985,Chicago,Realtime Systems Group,,,,,,,
1986,New York,Realtime Systems Group,,,,,,,
1987,840 South Canal Street,Red Sea Group,,,,,,,
1988,12270 World Trade Drive,redIT,,,,,,,
1989,9606 Aero Drive,redIT,,,,,,,
1990,RelyNet Data Center,RelyNet Inc.,,,,,,,
1991,RockyNet Inc. Boulder,RockyNet Inc.,,,,,,,
1992,RockyNet Inc. Denver,RockyNet Inc.,,,,,,,
1993,34 St. Martin Drive,RREEF,,,,,,,
1994,RT 3811,"RT Software Systems, Inc.",,,,,,,
1995,Rubicon Data Centers,Rubicon Data Centers,,,,,,,
1996,The Hub,"Rudin Management Company, Inc.",,,,,,,
1997,Intergate.Manhattan,Sabey Data Centers,,,,,,278709.0,18000.0
1998,Intergate.Quincy,Sabey Data Centers,,,,,,37904.0,60000.0
1999,Intergate.Seattle-East,Sabey Data Centers,,,,,,111484.0,77000.0
2000,Intergate.Seattle-West,Sabey Data Centers,,,,,,16072.0,77000.0
2001,SafeHouse Datacenter,SafeHouse Datacenter,,,,,,,
2002,Sago Networks Atlanta,"SAGO Networks, LLC.",,,,,,,
2003,Sago Networks Tampa,"SAGO Networks, LLC.",,,,,,,
2004,Sargasso Networks,Sargasso Networks Inc.,,,,,,,
2005,San Diego,ScaleMatrix,,,,,,,
2006,Scott Data Center,Scott Technology Center,,,,,,,
2007,Kalamazoo,Secant,,,,,,,
2008,Secured Network Services,Secured Network Services (SNS),,,,,,,
2009,Server Central Chicago,Server Central,,,,,,,
2010,Chicago,ServerFarm,,,,,,12449.0,38000.0
2011,"Moses Lake, Washington",ServerFarm,,,,,,12635.0,24000.0
2012,"Santa Clara, CA",ServerFarm,,,,,,1263.0,
2013,ServerPhase Data Center,ServerPhase,,,,,,,
2014,Shatter I.T.,Shatter I.T.,,,,,,,
2015,Shatter I.T. Buffalo 2,Shatter I.T.,,,,,,,
2016,Lynn,Shore.net,,,,,,,
2017,Cross Connect Solutions,Sidera Networks,,,,,,,
2018,Long Island Fiber - Smithtown,Sidera Networks,,,,,,,
2019,Sierra Data Center,Sierra Data Center,,,,,,,
2020,SVCOLO (Sunnyvale),"Silicon Valley Colocation, Inc.",,,,,,,
2021,SVCOLO Santa Clara,"Silicon Valley Colocation, Inc.",,,,,,,
2022,SVTIX San Jose,Silicon Valley Telecom & Internet Exchange,,,,,,,
2023,SimpleNet Colo,SimpleNet,,,,,,,
2024,Simply Bits Vault,Simply Bits,,,,,,,
2025,Sitco Data Center,Sitco,,,,,,,
2026,Palisades,Skae Power Solutions,,,,,,,
2027,Houston,Skybox Datacenters,,,,,,,
2028,Smart City Data Center,Smart City,,,,,,,
2029,Island of Maui,Smartronix,,,,,,,
2030,SMH Colocation Data Center,SMH Colocation,,,,,,,
2031,Smith and Hammaker,Smith and Hammaker,,,,,,,
2032,The Planet 1700 Summit,SoftLayer Technologies (IBM Cloud),,,,,,,
2033,The Planet 855 Greens Pkwy,SoftLayer Technologies (IBM Cloud),,,,,,,
2034,The Planet Dallas,SoftLayer Technologies (IBM Cloud),,,,,,,
2035,The Planet Houston,SoftLayer Technologies (IBM Cloud),,,,,,,
2036,SolutionPro Boise Idaho,SolutionPro,,,,,,,
2037,Spectra Access Data Center,Spectra Access,,,,,,,
2038,Spirit Telecom Data Center,Spirit Communications,,,,,,,
2039,SpringNet Underground,SpringNet,,,,,,,
2040,Springs Hosting Data Center,Springs Hosting,,,,,,,
2041,Sprint Pennsauken,Sprint,,,,,,,
2042,GlobeOp,SS&C GlobeOp,,,,,,,
